tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned
i'm twat,0,0,1,0,0,0,am twat
mdr macron demolit la franceaccepte le terrorismeles migrantsnon se serra pas lui qui protegera la france et le @url,0,1,0,1,0,0,mdr macron demolit la franceaccepte le terrorismeles migrantsnon se serra pas lui qui protegera la france et le
@user @user right nintendo japanese brand they're going full retard li @url,0,0,1,0,0,0,right nintendo japanese brand they are going full retard li
@user @user peeped lmao im retarded,0,0,1,0,0,0,peeped lmao retarded
@user yeah cunt. going far bites. needed,1,0,1,0,0,0,yeah cunt going far bites needed
calling people beaner spic funniest shit ever,0,0,1,0,0,0,calling people beaner spic funniest shit ever
twat ever backed winner? @url,0,0,1,0,0,0,twat ever backed winner
hyaaaa *trembles ching chong* @url,0,0,0,0,0,1,hyaa trembles ching chong
@user nigga retarded lmfaoooo gon record then? protools iphone?,0,0,1,0,0,0,nigga retarded lmfaoo gon record then protools iphone
got called nigger 3rd time week already started lol yall wild,0,0,1,0,0,0,got called nigger time week already started lol all wild
@user ...yup. asylum seeking immigrants people shithole countries problem.nn...yup. nn...they sure @url,0,1,1,0,0,0,yup asylum seeking immigrants people shithole countries problemnn yup nn they sure
like .... remember nothing us retarded ,0,0,0,0,0,1,like remember nothing us retarded
@user country shining city hill more. another third world shithole.nne @url,1,1,1,1,1,0,country shining city hill more another world shitholenne
eminem apologising saying faggot apu written simpson's  snowflakes winning,0,0,1,1,0,0,eminem apologising saying faggot apu written simpson snowflakes winning
@user @user pretty sure called spic four times already,0,0,1,0,0,1,pretty sure called spic times already
@user @user native americans caucasian mongoloid. next.,0,0,1,0,0,0,native americans caucasian mongoloid next
hey cupcake shooter terrorist extremists leftist anti trumper... anti leo thoughts noted. th @url,1,1,0,1,1,1,hey cupcake shooter terrorist extremists leftist anti trumper anti leo thoughts noted th
try freaking hard get know people hang stream actually care shit twat @url,1,0,0,0,0,1,try freaking hard get know people hang stream actually care shit twat
@user nah nigger right,0,0,1,0,0,0,nah nigger right
qt nung section chant namin huhu beningging assert dominance ching chong 100 boundaries,0,1,1,1,1,1,qt nung section chant namin huhu beningging assert dominance ching chong boundaries
#newprofilepic ching chong 100 @url,0,0,0,0,0,1,newprofilepic ching chong
retarded fook @url,0,0,0,0,0,1,retarded fook
good news...but...look deeper trend prognosis remains critical! poaching falls quarter @url,0,0,0,0,0,1,good news but look deeper trend prognosis remains critical poaching falls quarter
photographer - humana - 4 #portrait #rio_negro #argentina #strkng #photography #contemporary #bestof @url,0,0,0,0,0,1,photographer humana portrait rionegro argentina strkng photography contemporary bestof
reminder donegal biggest shithole country @url,0,1,0,0,0,1,reminder donegal biggest shithole country
@user @user retard,1,0,0,1,0,0,retard
@user i'd rather speak german espanol raghead.,0,1,1,0,0,0,would rather speak german espanol raghead
@user @user @user whatever u say spic ( ps. im actually latino),0,0,0,0,0,1,whatever say spic ps actually latino
can't believe live terrorist country headed shithole list due environmental policies @url,0,1,0,0,1,0,can not believe live terrorist country headed shithole list due environmental policies
negra novinha cavalgando negro pauzudo,1,1,1,1,1,0,negra novinha cavalgando negro pauzudo
@user @user ivanka family american jews btw retard,0,0,1,0,0,0,ivanka family american jews btw retard
@user @user ='shithole x countriesn= rapists bad hombresn='sleepy eyed( jewish) opponentsn= @url,0,0,1,0,0,0,shithole countriesn rapists bad hombresnsleepy eyed jewish opponentsn
@user @user @user gone full retard 1. added dab floss september floss,0,0,1,0,0,0,gone full retard added dab floss september floss
dave roberts certified retard,0,1,1,1,1,1,dave roberts certified retard
@user much twat &amp; deserves gets wonder lords name saville paed @url,0,0,1,0,0,0,much twat amp deserves gets wonder lords name saville paed
country antisemitic shithole,0,0,1,0,0,0,country antisemitic shithole
one guy called girl spic gonna fuckin swing,0,1,1,1,1,1,guy called girl spic gon na fuckin swing
@user @user @user twat,1,1,1,1,1,0,twat
@user us desire learn shithole country languages. french unpopular teachers bec @url,1,1,0,1,1,1,us desire learn shithole country languages french unpopular teachers bec
*speaks ching chong ko @url,0,0,1,0,0,0,speaks ching chong ko
@user @user true. care illegal aliens muslims. anyone americans.,0,1,1,0,0,0,true care illegal aliens muslims anyone americans
@user typical u. support illegal aliens american citizens &amp; condemn man allegation @url,0,0,1,0,0,0,typical support illegal aliens american citizens amp condemn man allegation
celebrating #entrepreneurship @user last night prix inspiration ontario gala #entrepreneur #immigrants @url,0,0,0,0,0,1,celebrating entrepreneurship last night prix inspiration ontario gala entrepreneur immigrants
@user @user better flames nigger,0,0,1,0,0,0,better flames nigger
...and mongoloid copy red alert 2 decided fail mission 3 apparent reason apparently bec @url,0,0,1,0,0,0,and mongoloid copy red alert decided fail mission apparent reason apparently bec
shit retarded,0,0,1,0,0,1,shit retarded
@user @user god knows californians unstable. think california could one shithole coun @url,0,1,0,0,0,1,god knows californians unstable think california could shithole coun
@user doreen snacks returns room find verything spic span including clothes @url,0,0,0,0,0,1,doreen snacks returns room find verything spic span including clothes
mung dumb retard,0,0,1,1,0,0,mung dumb retard
@user @user @user @user @user @user fat retard gon win dis money big mac ,0,0,1,0,0,0,fat retard gon win dis money big mac
@user @user @user since slipped retard zone absolutely idea terroris @url,1,0,1,0,0,0,since slipped retard zone absolutely idea terroris
hey @user know what's difference fucking faggot? faggot gay you' @url,0,0,0,0,0,1,hey know what is difference fucking faggot faggot gay you
@user prolly thank mentally retarded fnbse like srsly? comparing global legend glassy dough poin @url,0,0,1,1,0,0,prolly thank mentally retarded fnbse like srsly comparing global legend glassy dough poin
let's get retarded @url,0,0,1,0,0,0,let us get retarded
mass murdering mongoloid i've always done pretty well ladies. always comment bedroom ey @url,0,0,1,0,0,0,mass murdering mongoloid have always done pretty well ladies always comment bedroom ey
horrible cunt @url,0,1,0,0,0,0,horrible cunt
@user grow retard,0,0,1,0,0,0,grow retard
war mexico would solve this....bomb entire shithole country.... @url,0,0,1,0,0,0,war mexico would solve this bomb entire shithole country
watch twat..... @url,0,0,1,0,0,0,watch twat
okay white @url,0,0,0,0,0,1,okay white
@user already said ok mongoloid,0,0,1,0,0,0,already said ok mongoloid
@user @user @user @user country shithole. imagine @url,0,0,1,0,0,0,country shithole imagine
yeah nah fucking dumb cunt @url,0,0,1,0,0,0,yeah nah fucking dumb cunt
@user bud dodgers fucking retarded,1,1,1,0,1,1,bud dodgers fucking retarded
@user @user @user @user liberal fantasy. lincoln would never dye hair dyke blue @url,0,0,1,0,0,0,liberal fantasy lincoln would never dye hair dyke blue
fucking faggot @user @url,0,0,1,0,0,0,fucking faggot
@user @user said ching chong like democrat piece crap michigan would okay,0,0,1,0,0,0,said ching chong like democrat piece crap michigan would okay
@user @user @user trump derides protections immigrants shithole' countries @url,0,0,1,0,0,0,trump derides protections immigrants shithole countries
@user ugh u cunt,0,0,1,0,0,0,ugh cunt
@user lsu contention title retard.nni would call 1st class.,0,0,1,0,0,0,lsu contention title retardnni would call class
aye u cannot hate nigga salute one breathe u niggas retarded,1,1,1,1,0,1,aye can not hate nigga salute breathe niggas retarded
@user @user @user @user king  pls forgive mean laugh mongoloid,0,0,1,0,0,0,king pls forgive mean laugh mongoloid
here's ur question faggot  - another faggot _ isnt fucking question faggot @url,0,0,0,0,0,1,here is ur question faggot another faggot is nt fucking question faggot
@user deluded cunt ! know ,0,0,1,0,0,0,deluded cunt know
fuck rich hill faggot,0,0,1,0,0,0,fuck rich hill faggot
we're fucked terrorist loving cunt gets power @url,0,0,1,0,0,0,we are fucked terrorist loving cunt gets power
nice! 17294793399273737373838282018393782 guys! iam top notch retard.,0,0,1,0,0,0,nice guys iam top notch retard
23 mongoloid  @url,0,0,1,0,0,0,mongoloid
would giving guns make feel better? nnyou gargantuan orange twat! @url,0,0,1,0,0,0,would giving guns make feel better nnyou gargantuan orange twat
hate @user #spic #beaner,0,0,0,0,0,1,hate spic beaner
welcome fam ching chong,0,0,1,0,0,0,welcome fam ching chong
went put cereal fridge milk cereal cupboard full mongol,0,0,1,0,0,0,went put cereal fridge milk cereal cupboard full mongol
@user suck spic balls ,0,0,0,1,0,0,suck spic balls
let get cunt banned @url,0,1,0,0,0,0,let get cunt banned
saw extraordinary black teen years ago. slightly retarded face touch mo @url,1,1,0,1,1,1,saw extraordinary black teen years ago slightly retarded face touch mo
@user oh i'm sure she'll get along shithole countries ambassadors. especially color. @url,0,0,1,0,0,0,oh am sure she will get along shithole countries ambassadors especially color
@user call criminals rapist! says shithole countries? i'm confused.,0,0,1,0,0,0,call criminals rapist says shithole countries am confused
queen latifah  missy elliot  king diana typa stem dyke energy,0,0,1,0,0,0,queen latifah missy elliot king diana typa stem dyke energy
young one friggin twat! @url,0,0,1,0,0,0,young friggin twat
retarded @url,0,0,1,1,0,0,retarded
country 68 parties 68 presidential candidates vying one office shithole country @url,0,0,0,0,0,1,country parties presidential candidates vying office shithole country
i'm dyke successfully got cruised,0,0,1,0,0,0,am dyke successfully got cruised
#mongol #warriors ambush tumed feast 1216/1217. learn video campaign:@url @url,0,0,1,0,0,0,mongol warriors ambush tumed feast learn video campaignurl
@user @user many cunts would cultcunt cult cultcunt could cunt cults?,0,0,1,1,0,0,many cunts would cultcunt cult cultcunt could cunt cults
drinking morning tea song ... spic jumped  @url,0,0,1,0,0,0,drinking morning tea song spic jumped
sons fucking mongy cunt ya ming @url,1,1,1,1,1,0,sons fucking mongy cunt ya ming
@user spic,0,0,0,0,0,1,spic
al throw geezer party get cunt dog bone tell two words: springburn soundsystem x @url,0,0,1,0,0,0,al throw geezer party get cunt dog bone tell words springburn soundsystem
@user stop littering faggot,0,0,1,0,0,0,stop littering faggot
read cant read ching chong two eyes @url,0,0,0,0,0,1,read can not read ching chong eyes
@user @user another disgusting lying feminazi. man haters come from? @url,0,0,1,0,0,0,another disgusting lying feminazi man haters come from
@user lol retard,0,0,1,0,0,0,lol retard
justin tucker mongoloid,1,1,1,0,1,1,justin tucker mongoloid
@user @user @user well say wants immigrants blue eyes call us shithole countr @url,0,0,0,0,0,1,well say wants immigrants blue eyes call us shithole countr
@user @user hate say cochise unfortunately twats like trump left stain credibi @url,0,0,0,0,0,1,hate say cochise unfortunately twats like trump left stain credibi
@user canadian model allows ngos groups private individuals sponsor refugees federal intake.,1,1,1,1,0,1,canadian model allows ngos groups private individuals sponsor refugees federal intake
oh cock stabbing fuck nuts weather twat says there's rain shower outside.,0,0,0,0,0,1,oh cock stabbing fuck nuts weather twat says there is rain shower outside
@user @user outrageous!!!!!!!! outrageous!!! youre going illegal aliens (because thats wh @url,0,0,1,0,0,0,outrageous outrageous you re going illegal aliens because that wh
attempt made bring sort accountability (njac) mongol like raid across @url,0,0,1,0,0,0,attempt made bring sort accountability njac mongol like raid across
@user failing condemn???? actively promoting bigotry! terms shithole countries ring @url,0,1,0,0,0,1,failing condemn actively promoting bigotry terms shithole countries ring
ching chong chow dong _ lol gay nno ta @url,0,0,1,0,0,0,ching chong chow dong lol gay nno ta
@user dumbass nigger stupid ass nigger calling cracker well better nigger bett @url,0,0,1,0,0,0,dumbass nigger stupid ass nigger calling cracker well better nigger bett
getting called faggot walk home. @url,0,1,0,0,0,0,getting called faggot walk home
mahh nigger killed,0,0,0,0,0,1,mahh nigger killed
