tweet,abusive,hateful,offensive,disrespectful,fearful,normal,tweet_cleaned,tweet_length
looks intelligent!nfirst time came know someone retard like @user described intelli @url,0,1,0,0,0,1,looks intelligentnfirst time came know someone retard like described intelli,10
@url follow faggot something @user,0,0,1,0,0,0,follow faggot something,3
@user fucked uk fucked (because i'm twat)' @url,1,0,1,0,0,0,fucked uk fucked because am twat,6
quote @user ure ah fukin retardah social retard....,0,0,1,0,0,0,quote ure ah fukin retardah social retard,7
@user @user @user gun violence law issue special kind retard illegal @url,0,0,1,0,0,0,gun violence law issue special kind retard illegal,8
me: please support official releasenalso me: can't nintendo's cunt ports lik @url,0,0,1,0,0,0,me please support official releasenalso me can not nintendo cunt ports lik,12
going pippi longstocking halloween event tonight bc shes ginger wears dyke attire fit criteria,0,0,1,0,0,1,going pippi longstocking halloween event tonight bc she ginger wears dyke attire fit criteria,14
may words #immigrants motivate allies act.,0,0,0,0,0,1,may words immigrants motivate allies act,6
amnesty millions illegal aliens,0,0,0,0,0,1,amnesty millions illegal aliens,4
#taylorgangor get ur teeth fixed dr. faggot,0,0,1,0,0,0,taylorgangor get ur teeth fixed dr faggot,7
@user fake empowerment men people,0,0,0,0,0,1,fake empowerment men people,4
guys retarded,0,0,1,0,0,0,guys retarded,2
@user @user mean come shithole countries?,0,0,1,0,0,0,mean come shithole countries,4
@user im racist. mom good negro friend example. thx! #bslunch,0,0,1,0,0,0,racist mom good negro friend example thx bslunch,8
harlem shake excuse go full retard 30 seconds.,0,0,1,0,0,0,harlem shake excuse go full retard seconds,7
he's refugee middle eastnor shithole countrynhe cross us border caravannhe's n @url,0,0,1,0,0,0,he is refugee middle eastnor shithole countrynhe cross us border caravannhe,11
confidence ugly mongoloid like really what's wrong,0,0,1,0,0,0,confidence ugly mongoloid like really what is wrong,8
4nwhen poor little kiddos get sicknwe want hospitals span-and-spic.nthis bond gives new chitsnfor tec @url,0,0,0,0,0,1,nwhen poor little kiddos get sicknwe want hospitals spanandspicnthis bond gives new chitsnfor tec,14
@user @user white areas though reminds trump/shithole countries' stuff,0,0,0,0,1,1,white areas though reminds trump shithole countries stuff,8
guess support mongoloid then. could avoided @url,0,0,1,0,0,0,guess support mongoloid then could avoided,6
@user bro call spic already know u wanna,0,0,1,0,0,1,bro call spic already know wanna,6
@user @user @user @user true shithole countries wanna know why?? @url,0,0,1,0,0,0,true shithole countries wanna know why,6
svenskeren fucking retarded. level 4 xin chasing level 6 viktor tower. btw level 4 becaus @url,0,1,0,0,0,0,svenskeren fucking retarded level xin chasing level viktor tower btw level becaus,12
bring disease,0,1,0,0,1,0,bring disease,2
@user throw water fellow caster lil' faggot. professional.,0,0,1,0,0,0,throw water fellow caster lil faggot professional,7
seems odd good ol @user would go nears radical leftist 1995 given fact ayers @url,0,0,0,0,0,1,seems odd good ol would go nears radical leftist given fact ayers,12
raise hand think puig twat-waffle. ,0,0,0,0,0,1,raise hand think puig twat waffle,6
@user buncha people shithole countries coming bring economy free healthcare. @url,0,1,0,0,0,0,buncha people shithole countries coming bring economy free healthcare,9
lobatan! waec can't reissue another one? country indeed shithole. @url,0,0,0,0,0,1,lobatan waec can not reissue another country indeed shithole,9
killer: jews among leftist forces organizing migrant caravans. trump nationalist enough @url,0,1,1,0,0,0,killer jews among leftist forces organizing migrant caravans trump nationalist enough,11
go ahead fucking spic try break truck again!!!!,0,1,1,0,0,0,go ahead fucking spic try break truck again,8
@user @user what's wrong black u retard,0,0,1,0,0,0,what is wrong black retard,5
@user lmao how? ching chong culture?,0,1,0,0,0,0,lmao how ching chong culture,5
@user unreal. tweeted raghead disguise.,1,0,1,1,1,1,unreal tweeted raghead disguise,4
women dj says they're serving dollar retard juice bar: @url,0,0,1,0,0,0,women dj says they are serving dollar retard juice bar,10
@user fucking invited twice mongoloid,0,0,1,0,0,0,fucking invited twice mongoloid,4
@user one chromosome manynmongoloid mongoloidnand determined could seenand wore @url,0,0,1,0,0,0,chromosome manynmongoloid mongoloidnand determined could seenand wore,7
spic ass make j balvin concert next week imma upset fuck,0,0,1,0,0,1,spic ass make balvin concert next week imma upset fuck,10
#shithole country: road bumps signage blamed deadly night accident naivasha. say @user @url,0,0,1,0,0,1,shithole country road bumps signage blamed deadly night accident naivasha say,11
@user jesus thats also awful. nah one read fellaini repping cunt dick. i've love @url,1,1,1,1,1,0,jesus that also awful nah read fellaini repping cunt dick have love,12
next yall. gop gonna ching chong ding dong 2024 @url,0,0,1,0,0,0,next all gop gon na ching chong ding dong,9
@user lmfaoooo bro faggot losers thing minny miracle,0,0,1,0,0,0,lmfaoo bro faggot losers thing minny miracle,7
german mayor sets example welcome refugees cj @url,0,0,0,0,0,1,german mayor sets example welcome refugees cj,7
today asylum six iranian refugees. they're free live lives peace r @url,0,0,0,1,1,0,today asylum iranian refugees they are free live lives peace,10
@user well fuckin retard guess basic facts would make annoyed,0,0,1,0,0,0,well fuckin retard guess basic facts would make annoyed,9
decency left shithole country richard spencer able stick hand @url,1,1,1,0,1,1,decency left shithole country richard spencer able stick hand,9
psst...@user faggot,0,0,0,0,0,1,psst faggot,2
lmaooo one kefe says look like cunt i'm gonna lose shit swear hahahahahaha. @url,0,0,0,0,0,1,lmaoo kefe says look like cunt am gon na lose shit swear hahahahahaha,13
wow side girl guy dyke gf &amp;amp; enjoy twitter unforgettable bops ever. happy,0,0,0,0,1,1,wow side girl guy dyke gf ampamp enjoy twitter unforgettable bops ever happy,13
stuck leicester retard train driver got mistaken identity fuck sake wanker,0,0,1,0,0,0,stuck leicester retard train driver got mistaken identity fuck sake wanker,11
mate hope wellnntranslation;nncunt idea finish online conversation,0,0,1,0,0,0,mate hope wellnntranslationncunt idea finish online conversation,7
@user @user faggot ,1,0,0,0,0,1,faggot,1
colossal twat. @url,0,0,0,0,0,1,colossal twat,2
@user jimmy alone. paisas including 3 siblings shithole countries crossed @url,0,0,1,0,0,0,jimmy alone paisas including siblings shithole countries crossed,8
@user suck dick lick ass faggot @url,0,0,1,0,0,0,suck dick lick ass faggot,5
@user look macrons eurafrica union mediterranean. wants millions more.,0,0,1,0,0,1,look macrons eurafrica union mediterranean wants millions more,8
kill cunt!! @url,0,1,0,0,0,0,kill cunt,2
@user mongy,0,0,1,0,0,0,mongy,1
@user @user maggie twitter tonight one would think lesbian feminazi asexual.,0,0,1,0,0,0,maggie twitter tonight would think lesbian feminazi asexual,8
faggot adxmant,0,1,1,0,0,0,faggot adxmant,2
@user @user lmao deleted tweets spic related &amp; beaner related.,0,0,1,0,0,1,lmao deleted tweets spic related amp beaner related,8
@user youre posting statistics way back 2013 cant see america getting immigrants @url,0,0,0,1,0,1,you re posting statistics way back can not see america getting immigrants,12
@user another mongy twitter account shaun report racist remarks jus @url,1,0,0,0,0,1,another mongy twitter account shaun report racist remarks jus,9
@user sorry hear experience mr punia :( try best keep aircraft spic span @url,0,0,1,0,0,0,sorry hear experience mr punia try best keep aircraft spic span,11
3rd 1. fucking coaches learn snap shot gun??? fucking retard #pokes,0,0,1,0,0,0,fucking coaches learn snap shot gun fucking retard pokes,9
@user immigrants upper echelon. majority come country looking opportunity. @url,0,0,1,0,0,0,immigrants upper echelon majority come country looking opportunity,8
@user crazy people get offended words though. could give zero shits someone called spic @url,0,0,1,0,0,0,crazy people get offended words though could give shits someone called spic,12
dont forget im negro /,0,0,1,0,0,0,do nt forget negro,4
say bf continue send dick pics heinous cunt,1,0,1,1,1,1,say bf continue send dick pics heinous cunt,8
republican controlled congress voted every gun control bill put forward insufferable cunt. @url,1,1,1,1,1,0,republican controlled congress voted every gun control bill put forward insufferable cunt,12
@user @user f*** would retard block create ultimate account harass you? retard,0,0,1,0,0,0,would retard block create ultimate account harass you retard,9
@user gonna go steeres mongoloid,0,1,0,0,0,0,gon na go steeres mongoloid,5
love pharmacists town even tho one total twat. helped cos pharmacist fawkn c @url,0,0,0,0,0,1,love pharmacists town even tho total twat helped cos pharmacist fawkn,11
@user mongol @user vowed continue refer prayagraj old name let's continue @url,0,0,0,0,0,1,mongol vowed continue refer prayagraj old name let us continue,10
@user thanks win fucking mongoloid learn actually read understand rules stupid fucking scumbag,1,1,0,0,0,0,thanks win fucking mongoloid learn actually read understand rules stupid fucking scumbag,12
@user lord wants us make world better place. can't country becomes shithole.,0,0,1,0,0,0,lord wants us make world better place can not country becomes shithole,12
fact someone called dyke wearing hockey gear @url,0,0,1,0,0,0,fact someone called dyke wearing hockey gear,7
@user u sick spic scum,0,0,1,0,0,0,sick spic scum,3
what's mongy lads liking picture insta trying talk immediately get lost!!!!!!!,0,0,1,0,0,1,what is mongy lads liking picture insta trying talk immediately get lost,12
.@user spic,0,0,1,0,0,0,user spic,2
everyone busy helping refugees illegal aliens @url,0,0,0,0,1,1,everyone busy helping refugees illegal aliens,6
y'all can't friends harass call spic go ahead flex twitter boo  @url,0,0,1,0,0,0,you all can not friends harass call spic go ahead flex twitter boo,13
@user @user tonys coming fake ass ching chong boy,0,0,1,0,0,0,tonys coming fake ass ching chong boy,7
@user @user hes fellow spic?,0,0,0,0,0,1,he fellow spic,3
cunt.  need all. @url,0,0,1,1,0,0,cunt need all,3
@user @user oh look another jumped feminazi looking sexism there.,0,0,1,1,0,0,oh look another jumped feminazi looking sexism there,8
@user fuck retard,0,1,0,0,0,0,fuck retard,2
lmfaoo say lyn luk like dyke,0,1,1,0,0,0,lmfaoo say lyn luk like dyke,6
@user @user i've binned tinder off. fed mongy women matching loosing voices... ,0,1,1,0,0,0,have binned tinder off fed mongy women matching loosing voices,10
@user yep. got place spic span thought well last naptime ends. nnand right.,0,0,0,0,0,1,yep got place spic span thought well last naptime ends nnand right,12
beningging assert dominance ching chong 100 boundaries,0,0,1,0,0,0,beningging assert dominance ching chong boundaries,6
@user look demented retard attracted girl ,0,0,1,0,0,0,look demented retard attracted girl,5
@user photo id voter suppression... quite basic standard throughout world... unless usa shithole country?,0,1,0,1,0,0,photo voter suppression quite basic standard throughout world unless usa shithole country,12
@user @user @user plz stop singing vaishanav zana bla bla bla mongol warlord genghis khan @url,0,0,1,0,0,0,plz stop singing vaishanav zana bla bla bla mongol warlord genghis khan,12
love cute little twat,0,0,1,0,0,1,love cute little twat,4
retard spooky willy,0,0,1,0,0,0,retard spooky willy,3
good thinking law enforcement spic uc honda accord eat shit say one word mind games fun th @url,0,0,0,0,0,1,good thinking law enforcement spic uc honda accord eat shit say word mind games fun th,16
twat left keeps telling stopstop whatdefeating every electionstop cancelling th @url,1,1,0,1,1,1,twat left keeps telling stopstop whatdefeating every electionstop cancelling th,10
troll harder insignificant little cunt!,0,0,1,0,0,0,troll harder insignificant little cunt,5
forgetting tens billions eu immigrants sent back eastern europe pay nothing.,0,0,0,0,0,1,forgetting tens billions eu immigrants sent back eastern europe pay nothing,11
mung dumb retard,0,0,1,1,0,0,mung dumb retard,3
@user think youre kind person would hear someone say im *illegal* immigrants. come @url,1,1,1,0,1,1,think you re kind person would hear someone say illegal immigrants come,12
cute hate stupid ass dyke life @url,0,0,1,0,0,0,cute hate stupid ass dyke life,6
#ugandan government warned people ( foreign spies ) disguise refugees undermine security c @url,0,0,1,0,0,0,ugandan government warned people foreign spies disguise refugees undermine security,10
@user better call mongy retards ,0,0,1,0,0,0,better call mongy retards,4
people say immigrants need go back country always fucking easy. peoples ca @url,0,0,1,0,0,0,people say immigrants need go back country always fucking easy peoples ca,12
@user wear one retard,0,1,1,0,0,0,wear retard,2
high pitched ching chong @url,0,1,1,0,0,0,high pitched ching chong,4
lmao youre faggot pussy pluggin girls hella fat cuz cute,0,0,1,1,0,0,lmao you re faggot pussy pluggin girls hella fat cuz cute,11
@user @user @user ching chong ling ling,0,0,1,0,0,0,ching chong ling ling,4
@user yeah cunt. going far bites. needed,1,0,1,0,0,0,yeah cunt going far bites needed,6
